drug_row	drug_col	cell_line_name	synergy_loewe
MERCAPTOPURINE	ADM HYDROCHLORIDE	UACC62	-0.657550444773332
MERCAPTOPURINE	ADM HYDROCHLORIDE	UO-31	-0.790223931828031
METHOTREXATE	ADM HYDROCHLORIDE	A498	-11.605512020390401
METHOTREXATE	ADM HYDROCHLORIDE	A549	-8.63682839188036
METHOTREXATE	ADM HYDROCHLORIDE	ACHN	-10.166701861347901
METHOTREXATE	ADM HYDROCHLORIDE	BT-549	-5.40826841211509
METHOTREXATE	ADM HYDROCHLORIDE	CAKI-1	-6.0726641459298385
METHOTREXATE	ADM HYDROCHLORIDE	CCRF-CEM	8.81625711469867
METHOTREXATE	ADM HYDROCHLORIDE	COLO 205	-9.810902213018288
METHOTREXATE	ADM HYDROCHLORIDE	DU-145	-4.8704413970509695
METHOTREXATE	ADM HYDROCHLORIDE	HCC-2998	-4.850232710090291
METHOTREXATE	ADM HYDROCHLORIDE	HCT116	16.7283796630017
METHOTREXATE	ADM HYDROCHLORIDE	HOP-92	-2.22210927140745
METHOTREXATE	ADM HYDROCHLORIDE	HT29	-13.6387378708794
METHOTREXATE	ADM HYDROCHLORIDE	IGROV1	-11.136977006838801
METHOTREXATE	ADM HYDROCHLORIDE	K-562	20.385717974179002
METHOTREXATE	ADM HYDROCHLORIDE	KM12	-9.59345021451458
METHOTREXATE	ADM HYDROCHLORIDE	M14	-9.5867048014473
METHOTREXATE	ADM HYDROCHLORIDE	MCF7	0.28515329066225
METHOTREXATE	ADM HYDROCHLORIDE	MDA-MB-231	-14.0811921286695
METHOTREXATE	ADM HYDROCHLORIDE	MDA-MB-468	4.49145296354239
METHOTREXATE	ADM HYDROCHLORIDE	MOLT-4	-22.999963789660697
METHOTREXATE	ADM HYDROCHLORIDE	NCI-H226	-15.704634892155099
METHOTREXATE	ADM HYDROCHLORIDE	NCI-H322M	-13.4081081500329
METHOTREXATE	ADM HYDROCHLORIDE	NCIH23	-9.122653222973641
METHOTREXATE	ADM HYDROCHLORIDE	OVCAR-5	-12.2707133512694
METHOTREXATE	ADM HYDROCHLORIDE	OVCAR-8	13.6117810883369
METHOTREXATE	ADM HYDROCHLORIDE	OVCAR3	-9.41141295253358
METHOTREXATE	ADM HYDROCHLORIDE	PC-3	6.51123870777458
METHOTREXATE	ADM HYDROCHLORIDE	RPMI-8226	-15.030167977492098
METHOTREXATE	ADM HYDROCHLORIDE	RXF 393	-3.8738036913573097
METHOTREXATE	ADM HYDROCHLORIDE	SF-268	-9.063337964355801
METHOTREXATE	ADM HYDROCHLORIDE	SF-539	-10.8783700017114
METHOTREXATE	ADM HYDROCHLORIDE	SK-MEL-2	1.63653592790144
METHOTREXATE	ADM HYDROCHLORIDE	SK-MEL-28	-24.0405598594665
METHOTREXATE	ADM HYDROCHLORIDE	SK-MEL-5	-18.3781954882838
METHOTREXATE	ADM HYDROCHLORIDE	SK-OV-3	-7.90254287802127
METHOTREXATE	ADM HYDROCHLORIDE	SN12C	-8.30242926421946
METHOTREXATE	ADM HYDROCHLORIDE	SNB-75	-11.458774407936199
METHOTREXATE	ADM HYDROCHLORIDE	SR	0.126155165782891
METHOTREXATE	ADM HYDROCHLORIDE	SW-620	-11.8067468838648
METHOTREXATE	ADM HYDROCHLORIDE	T-47D	-1.51517844687521
METHOTREXATE	ADM HYDROCHLORIDE	TK-10	-9.4008871687303
METHOTREXATE	ADM HYDROCHLORIDE	U251	-10.589590430078198
METHOTREXATE	ADM HYDROCHLORIDE	UACC-257	-16.0281867583146
METHOTREXATE	ADM HYDROCHLORIDE	UACC62	-14.4567907626337
METHOTREXATE	ADM HYDROCHLORIDE	UO-31	-8.50133383797758
METHOXSALEN	ADM HYDROCHLORIDE	786-0	-3.88469765879414
METHOXSALEN	ADM HYDROCHLORIDE	A498	0.115286256124632
METHOXSALEN	ADM HYDROCHLORIDE	A549	-1.30649013234895
METHOXSALEN	ADM HYDROCHLORIDE	ACHN	-7.765564293006951
METHOXSALEN	ADM HYDROCHLORIDE	BT-549	-8.246039938852281
METHOXSALEN	ADM HYDROCHLORIDE	CAKI-1	-0.34341565682682
METHOXSALEN	ADM HYDROCHLORIDE	CCRF-CEM	-2.06997568766672
METHOXSALEN	ADM HYDROCHLORIDE	COLO 205	-11.5347837843169
METHOXSALEN	ADM HYDROCHLORIDE	DU-145	-10.559314117424
METHOXSALEN	ADM HYDROCHLORIDE	HCC-2998	-13.206740523957501
METHOXSALEN	ADM HYDROCHLORIDE	HCT-15	-7.389789386131178
METHOXSALEN	ADM HYDROCHLORIDE	HCT116	-16.4405496878189
METHOXSALEN	ADM HYDROCHLORIDE	HOP-62	-18.444451412277
METHOXSALEN	ADM HYDROCHLORIDE	HOP-92	1.01826527550161
METHOXSALEN	ADM HYDROCHLORIDE	HS 578T	-3.7385428624993096
METHOXSALEN	ADM HYDROCHLORIDE	HT29	-14.8403154857102
METHOXSALEN	ADM HYDROCHLORIDE	IGROV1	-11.649233974785199
METHOXSALEN	ADM HYDROCHLORIDE	KM12	-3.78600641041601
METHOXSALEN	ADM HYDROCHLORIDE	LOX IMVI	-28.3712022298762
METHOXSALEN	ADM HYDROCHLORIDE	M14	-14.547324554193402
METHOXSALEN	ADM HYDROCHLORIDE	MCF7	-15.3383615130308
METHOXSALEN	ADM HYDROCHLORIDE	MDA-MB-231	-3.60603346268162
METHOXSALEN	ADM HYDROCHLORIDE	MDA-MB-468	-18.7551998171705
METHOXSALEN	ADM HYDROCHLORIDE	NCI-H226	-22.7556783224563
METHOXSALEN	ADM HYDROCHLORIDE	NCI-H322M	-13.1669616576441
METHOXSALEN	ADM HYDROCHLORIDE	NCI-H522	-4.78482493039426
METHOXSALEN	ADM HYDROCHLORIDE	NCIH23	-7.9259037950929905
METHOXSALEN	ADM HYDROCHLORIDE	OVCAR-4	-2.21084377139974
METHOXSALEN	ADM HYDROCHLORIDE	OVCAR-5	-0.767582885255643
METHOXSALEN	ADM HYDROCHLORIDE	OVCAR-8	-5.53297853632901
METHOXSALEN	ADM HYDROCHLORIDE	OVCAR3	-4.01336824139663
METHOXSALEN	ADM HYDROCHLORIDE	PC-3	-5.30417959162188
METHOXSALEN	ADM HYDROCHLORIDE	RPMI-8226	-4.61207677683074
METHOXSALEN	ADM HYDROCHLORIDE	RXF 393	-4.28139867047857
METHOXSALEN	ADM HYDROCHLORIDE	SF-268	-1.4143328469453302
METHOXSALEN	ADM HYDROCHLORIDE	SF-295	-9.726847783262581
METHOXSALEN	ADM HYDROCHLORIDE	SF-539	-20.014508386015
METHOXSALEN	ADM HYDROCHLORIDE	SK-MEL-28	-4.3381454683155205
METHOXSALEN	ADM HYDROCHLORIDE	SK-MEL-5	-14.1296959044752
METHOXSALEN	ADM HYDROCHLORIDE	SK-OV-3	-9.73331644686545
METHOXSALEN	ADM HYDROCHLORIDE	SN12C	-6.185132269292572
METHOXSALEN	ADM HYDROCHLORIDE	SNB-75	-2.5290112461506404
METHOXSALEN	ADM HYDROCHLORIDE	SR	-12.7665394524996
METHOXSALEN	ADM HYDROCHLORIDE	SW-620	-17.3980699925384
METHOXSALEN	ADM HYDROCHLORIDE	T-47D	-8.04153545895368
METHOXSALEN	ADM HYDROCHLORIDE	TK-10	-11.138750978543198
METHOXSALEN	ADM HYDROCHLORIDE	U251	-1.91885638241651
METHOXSALEN	ADM HYDROCHLORIDE	UACC-257	-0.6784276094484821
METHOXSALEN	ADM HYDROCHLORIDE	UACC62	-5.43423297360799
METHOXSALEN	ADM HYDROCHLORIDE	UO-31	-5.77529765335265
MITOMYCINE	ADM HYDROCHLORIDE	786-0	-0.8673061846132021
MITOMYCINE	ADM HYDROCHLORIDE	A498	3.688205275091101
MITOMYCINE	ADM HYDROCHLORIDE	A549	1.8117340410785097
MITOMYCINE	ADM HYDROCHLORIDE	ACHN	0.426126713440813
MITOMYCINE	ADM HYDROCHLORIDE	BT-549	-11.1164366887278
MITOMYCINE	ADM HYDROCHLORIDE	CAKI-1	3.07835843712883
MITOMYCINE	ADM HYDROCHLORIDE	CCRF-CEM	-1.15460612486188
MITOMYCINE	ADM HYDROCHLORIDE	COLO 205	-6.26581683886248
MITOMYCINE	ADM HYDROCHLORIDE	DU-145	-3.38156110460428
MITOMYCINE	ADM HYDROCHLORIDE	HCT-15	0.788133267354651
MITOMYCINE	ADM HYDROCHLORIDE	HCT116	-8.27064928902754
MITOMYCINE	ADM HYDROCHLORIDE	HOP-62	-9.031557139471632
MITOMYCINE	ADM HYDROCHLORIDE	HOP-92	-0.309281139760414
MITOMYCINE	ADM HYDROCHLORIDE	HS 578T	0.8792213064358599
MITOMYCINE	ADM HYDROCHLORIDE	HT29	-3.70647871176281
MITOMYCINE	ADM HYDROCHLORIDE	IGROV1	-3.83342364890549
MITOMYCINE	ADM HYDROCHLORIDE	K-562	-5.93722150745651
MITOMYCINE	ADM HYDROCHLORIDE	KM12	-7.09422025121021
MITOMYCINE	ADM HYDROCHLORIDE	LOX IMVI	3.35838338424979
MITOMYCINE	ADM HYDROCHLORIDE	M14	-5.01782218938973
MITOMYCINE	ADM HYDROCHLORIDE	MCF7	-0.9125023198746508
MITOMYCINE	ADM HYDROCHLORIDE	MDA-MB-231	-1.43448380587953
MITOMYCINE	ADM HYDROCHLORIDE	MDA-MB-468	0.407240484943347
MITOMYCINE	ADM HYDROCHLORIDE	MOLT-4	-5.537131040112518
MITOMYCINE	ADM HYDROCHLORIDE	NCI-H226	-2.90480707460573
MITOMYCINE	ADM HYDROCHLORIDE	NCI-H322M	-0.16122479582108
MITOMYCINE	ADM HYDROCHLORIDE	NCI-H522	-2.9932660393112203
MITOMYCINE	ADM HYDROCHLORIDE	NCIH23	-0.0566012690448322
MITOMYCINE	ADM HYDROCHLORIDE	OVCAR-5	-8.380854918143411
MITOMYCINE	ADM HYDROCHLORIDE	OVCAR-8	0.8357165421785909
MITOMYCINE	ADM HYDROCHLORIDE	PC-3	-1.68931653837196
MITOMYCINE	ADM HYDROCHLORIDE	RPMI-8226	-0.0247690600067896
MITOMYCINE	ADM HYDROCHLORIDE	RXF 393	-2.37833629799281
MITOMYCINE	ADM HYDROCHLORIDE	SF-268	-5.54981915701249
MITOMYCINE	ADM HYDROCHLORIDE	SF-295	-3.55592617261176
MITOMYCINE	ADM HYDROCHLORIDE	SF-539	-0.0610123723046956
MITOMYCINE	ADM HYDROCHLORIDE	SK-MEL-28	-4.08321525727648
MITOMYCINE	ADM HYDROCHLORIDE	SK-MEL-5	2.85005941942434
MITOMYCINE	ADM HYDROCHLORIDE	SK-OV-3	-4.16439581558755
MITOMYCINE	ADM HYDROCHLORIDE	SN12C	-4.02922766174583
MITOMYCINE	ADM HYDROCHLORIDE	SNB-75	0.410117214453353
MITOMYCINE	ADM HYDROCHLORIDE	SR	-10.5749597004883
MITOMYCINE	ADM HYDROCHLORIDE	SW-620	-2.36030938437743
MITOMYCINE	ADM HYDROCHLORIDE	T-47D	-5.11696506850981
MITOMYCINE	ADM HYDROCHLORIDE	TK-10	-1.21569688454574
MITOMYCINE	ADM HYDROCHLORIDE	U251	0.00650480653983241
MITOMYCINE	ADM HYDROCHLORIDE	UACC-257	-0.128652104508072
MITOMYCINE	ADM HYDROCHLORIDE	UACC62	1.2251468964308798
MITOMYCINE	ADM HYDROCHLORIDE	UO-31	2.00160814160288
MITOTANE	ADM HYDROCHLORIDE	786-0	-9.89452265809577
MITOTANE	ADM HYDROCHLORIDE	A498	2.8465043130057297
MITOTANE	ADM HYDROCHLORIDE	A549	-1.03643432680673
MITOTANE	ADM HYDROCHLORIDE	ACHN	-2.59053964340043
MITOTANE	ADM HYDROCHLORIDE	BT-549	-21.8218648979317
MITOTANE	ADM HYDROCHLORIDE	CCRF-CEM	-13.8852052759923
MITOTANE	ADM HYDROCHLORIDE	COLO 205	-19.1597901743851
MITOTANE	ADM HYDROCHLORIDE	DU-145	0.374781657602168
MITOTANE	ADM HYDROCHLORIDE	HCC-2998	-7.032309768525421
MITOTANE	ADM HYDROCHLORIDE	HCT-15	-1.8897542718202
MITOTANE	ADM HYDROCHLORIDE	HCT116	-1.6927756611252498
MITOTANE	ADM HYDROCHLORIDE	HOP-62	-20.464168277657894
MITOTANE	ADM HYDROCHLORIDE	HOP-92	0.845614699887385
MITOTANE	ADM HYDROCHLORIDE	HS 578T	3.18320526322557
MITOTANE	ADM HYDROCHLORIDE	HT29	-4.77354655432964
MITOTANE	ADM HYDROCHLORIDE	IGROV1	-8.48836960198187
MITOTANE	ADM HYDROCHLORIDE	KM12	-0.497307853338794
MITOTANE	ADM HYDROCHLORIDE	LOX IMVI	2.89382686592526
MITOTANE	ADM HYDROCHLORIDE	M14	-4.11020194869185
MITOTANE	ADM HYDROCHLORIDE	MCF7	-2.60365980663831
MITOTANE	ADM HYDROCHLORIDE	MDA-MB-231	-5.00423631029135
MITOTANE	ADM HYDROCHLORIDE	MDA-MB-468	-4.19206885106028
MITOTANE	ADM HYDROCHLORIDE	MOLT-4	-19.9859720526147
MITOTANE	ADM HYDROCHLORIDE	NCI-H226	2.33431720664581
MITOTANE	ADM HYDROCHLORIDE	NCI-H322M	-16.6488528309333
MITOTANE	ADM HYDROCHLORIDE	NCI-H522	-4.82968815404116
MITOTANE	ADM HYDROCHLORIDE	NCIH23	0.00664892444152656
MITOTANE	ADM HYDROCHLORIDE	OVCAR-4	-5.921050740454558
MITOTANE	ADM HYDROCHLORIDE	OVCAR-5	-1.73904812420391
MITOTANE	ADM HYDROCHLORIDE	OVCAR-8	-2.05011878419556
MITOTANE	ADM HYDROCHLORIDE	OVCAR3	-0.72496883851044
MITOTANE	ADM HYDROCHLORIDE	PC-3	-3.1619828204023905
MITOTANE	ADM HYDROCHLORIDE	RPMI-8226	-14.1262771836136
MITOTANE	ADM HYDROCHLORIDE	RXF 393	-6.44093646689183
MITOTANE	ADM HYDROCHLORIDE	SF-268	0.140607717790545
MITOTANE	ADM HYDROCHLORIDE	SF-295	-1.2207100341006
MITOTANE	ADM HYDROCHLORIDE	SF-539	-1.49901082278585
MITOTANE	ADM HYDROCHLORIDE	SK-MEL-2	-11.280685603629902
MITOTANE	ADM HYDROCHLORIDE	SK-MEL-28	-7.5051543296129415
MITOTANE	ADM HYDROCHLORIDE	SK-MEL-5	-10.717247682983801
MITOTANE	ADM HYDROCHLORIDE	SK-OV-3	-10.794478887811902
MITOTANE	ADM HYDROCHLORIDE	SN12C	-3.78237947905973
MITOTANE	ADM HYDROCHLORIDE	SNB-75	1.00008019558678
MITOTANE	ADM HYDROCHLORIDE	SR	0.00820461501613039
MITOTANE	ADM HYDROCHLORIDE	SW-620	-2.6847562624902497
MITOTANE	ADM HYDROCHLORIDE	T-47D	-3.87508184492982
MITOTANE	ADM HYDROCHLORIDE	TK-10	-1.28324119622834
MITOTANE	ADM HYDROCHLORIDE	U251	-2.79962977800139
MITOTANE	ADM HYDROCHLORIDE	UACC-257	-6.78738790398703
MITOTANE	ADM HYDROCHLORIDE	UACC62	-1.24999520075876
MITOTANE	ADM HYDROCHLORIDE	UO-31	-2.85972778814231
MITOXANTRONE	ADM HYDROCHLORIDE	786-0	6.446154100956268
MITOXANTRONE	ADM HYDROCHLORIDE	A498	7.10347602339069
MITOXANTRONE	ADM HYDROCHLORIDE	A549	-3.3044048860366897
MITOXANTRONE	ADM HYDROCHLORIDE	ACHN	12.738584097023
MITOXANTRONE	ADM HYDROCHLORIDE	BT-549	0.658913460534455
MITOXANTRONE	ADM HYDROCHLORIDE	CAKI-1	-2.46656719592623
MITOXANTRONE	ADM HYDROCHLORIDE	CCRF-CEM	-7.025441219692709
MITOXANTRONE	ADM HYDROCHLORIDE	COLO 205	-11.3131262503673
MITOXANTRONE	ADM HYDROCHLORIDE	DU-145	0.32783235986000503
MITOXANTRONE	ADM HYDROCHLORIDE	HCC-2998	-2.55484357005944
MITOXANTRONE	ADM HYDROCHLORIDE	HCT-15	-0.7883161919143951
MITOXANTRONE	ADM HYDROCHLORIDE	HCT116	-9.21290972877221
MITOXANTRONE	ADM HYDROCHLORIDE	HOP-62	5.146622437788111
MITOXANTRONE	ADM HYDROCHLORIDE	HOP-92	14.767413121540198
MITOXANTRONE	ADM HYDROCHLORIDE	HS 578T	-4.30654809758574
MITOXANTRONE	ADM HYDROCHLORIDE	HT29	0.96092654085398
MITOXANTRONE	ADM HYDROCHLORIDE	IGROV1	-2.40488059627218
MITOXANTRONE	ADM HYDROCHLORIDE	K-562	-3.31802398697067
MITOXANTRONE	ADM HYDROCHLORIDE	KM12	-2.78698665751861
MITOXANTRONE	ADM HYDROCHLORIDE	M14	-0.0125744747159698
MITOXANTRONE	ADM HYDROCHLORIDE	MCF7	5.7850810909347405
MITOXANTRONE	ADM HYDROCHLORIDE	MDA-MB-231	-6.280253763906732
MITOXANTRONE	ADM HYDROCHLORIDE	MDA-MB-468	-0.273097646019801
MITOXANTRONE	ADM HYDROCHLORIDE	MOLT-4	-12.5475282938426
MITOXANTRONE	ADM HYDROCHLORIDE	NCI-H226	10.721610372977
MITOXANTRONE	ADM HYDROCHLORIDE	NCI-H322M	-3.0539640550165803
MITOXANTRONE	ADM HYDROCHLORIDE	NCI-H522	6.475004290841018
MITOXANTRONE	ADM HYDROCHLORIDE	NCIH23	5.3768705681073605
MITOXANTRONE	ADM HYDROCHLORIDE	OVCAR-4	3.90543356358356
MITOXANTRONE	ADM HYDROCHLORIDE	OVCAR-5	1.95810457691804
MITOXANTRONE	ADM HYDROCHLORIDE	OVCAR-8	2.88932297061262
MITOXANTRONE	ADM HYDROCHLORIDE	PC-3	0.227141954329554
MITOXANTRONE	ADM HYDROCHLORIDE	RPMI-8226	-4.11636401789996
MITOXANTRONE	ADM HYDROCHLORIDE	SF-268	5.253906126349559
MITOXANTRONE	ADM HYDROCHLORIDE	SF-295	-5.971106117788731
MITOXANTRONE	ADM HYDROCHLORIDE	SF-539	7.03065233613007
MITOXANTRONE	ADM HYDROCHLORIDE	SK-MEL-2	-1.60287585547723
MITOXANTRONE	ADM HYDROCHLORIDE	SK-MEL-28	0.376176433888227
MITOXANTRONE	ADM HYDROCHLORIDE	SK-MEL-5	0.675165131105906
MITOXANTRONE	ADM HYDROCHLORIDE	SK-OV-3	0.572940290138193
MITOXANTRONE	ADM HYDROCHLORIDE	SN12C	-2.6115416354482903
MITOXANTRONE	ADM HYDROCHLORIDE	SR	-11.351906353453801
MITOXANTRONE	ADM HYDROCHLORIDE	SW-620	-4.25194077310546
MITOXANTRONE	ADM HYDROCHLORIDE	T-47D	-0.701903928215923
MITOXANTRONE	ADM HYDROCHLORIDE	TK-10	6.23319857784138
MITOXANTRONE	ADM HYDROCHLORIDE	U251	4.41516479501759
MITOXANTRONE	ADM HYDROCHLORIDE	UACC-257	6.0731592978185205
MITOXANTRONE	ADM HYDROCHLORIDE	UACC62	-0.954552249230524
MITOXANTRONE	ADM HYDROCHLORIDE	UO-31	0.9519236612420758
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	786-0	-3.20830989795473
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	A498	-0.463395455197391
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	A549	-7.980159506162519
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	ACHN	-4.289523651148721
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	BT-549	-5.06260392490134
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	CAKI-1	-0.4812455565625179
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	CCRF-CEM	-3.2228343503766
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	COLO 205	4.4445995418807
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	DU-145	0.658926207113346
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	HCC-2998	-3.90557288329791
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	HCT-15	-4.14314179209172
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	HCT116	-2.61951005154123
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	HOP-62	-2.32312060835243
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	HOP-92	1.28365759717026
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	HS 578T	3.06070768762203
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	HT29	5.99200462457675
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	IGROV1	3.0021722354414098
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	KM12	5.50613439706748
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	LOX IMVI	0.5735607832405419
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	M14	0.409850689020934
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	MCF7	1.04457104755227
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	MDA-MB-231	-0.17452389797035198
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	MDA-MB-468	3.27880005039715
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	MOLT-4	-3.7543202176489503
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	NCI-H226	-9.72639877744269
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	NCI-H322M	1.55569668698502
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	NCI-H522	9.47843423715576
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	NCIH23	1.51307545618116
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	OVCAR-5	1.46746695600576
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	OVCAR-8	-1.17072004693604
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	PC-3	4.0926866284937695
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	RPMI-8226	-4.30207036472771
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	RXF 393	1.22763834834096
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	SF-268	1.48451565967425
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	SF-295	-1.39168053191001
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	SF-539	2.78134757898391
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	SK-MEL-2	4.5888320365127315
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	SK-MEL-28	-2.09713529988066
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	SK-MEL-5	3.46941942999717
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	SK-OV-3	2.5515434171574
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	SN12C	-14.1334400776829
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	SR	-20.8868176750007
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	SW-620	-2.30988937635903
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	T-47D	-2.57497318595087
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	TK-10	-0.959343631163144
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	U251	-4.448986390625231
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	UACC-257	-2.2815887820391403
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	UACC62	1.84480153704775
NAVELBINE DITARTRATE (TN)	ADM HYDROCHLORIDE	UO-31	-2.1533936650961203
NSC 85998	ADM HYDROCHLORIDE	786-0	-25.389845042883397
NSC 85998	ADM HYDROCHLORIDE	A498	-27.5350513882468
NSC 85998	ADM HYDROCHLORIDE	A549	1.79831884898346
NSC 85998	ADM HYDROCHLORIDE	ACHN	-2.9704524754537003
NSC 85998	ADM HYDROCHLORIDE	BT-549	-9.058375904569079
NSC 85998	ADM HYDROCHLORIDE	CAKI-1	-40.45254424350421
NSC 85998	ADM HYDROCHLORIDE	CCRF-CEM	-19.4732560435938
NSC 85998	ADM HYDROCHLORIDE	COLO 205	-11.6805358098583
NSC 85998	ADM HYDROCHLORIDE	DU-145	-16.136099205994
NSC 85998	ADM HYDROCHLORIDE	HCC-2998	-46.0887568941516
NSC 85998	ADM HYDROCHLORIDE	HCT-15	-29.566263839142398
NSC 85998	ADM HYDROCHLORIDE	HCT116	-4.62489517617483
NSC 85998	ADM HYDROCHLORIDE	HOP-62	-47.2507984606403
NSC 85998	ADM HYDROCHLORIDE	HOP-92	-33.716994612697704
NSC 85998	ADM HYDROCHLORIDE	HS 578T	-16.259128082878803
NSC 85998	ADM HYDROCHLORIDE	HT29	-4.78161298953823
NSC 85998	ADM HYDROCHLORIDE	IGROV1	0.273866654507458
NSC 85998	ADM HYDROCHLORIDE	K-562	-19.5696069283503
NSC 85998	ADM HYDROCHLORIDE	KM12	-6.42732530469046
NSC 85998	ADM HYDROCHLORIDE	LOX IMVI	-3.77042577328922
NSC 85998	ADM HYDROCHLORIDE	M14	-1.0587409506330698
NSC 85998	ADM HYDROCHLORIDE	MCF7	-18.6013384219059
NSC 85998	ADM HYDROCHLORIDE	MDA-MB-231	-13.9169715331294
NSC 85998	ADM HYDROCHLORIDE	MDA-MB-468	-51.141686866666696
NSC 85998	ADM HYDROCHLORIDE	MOLT-4	-7.53998641704939
NSC 85998	ADM HYDROCHLORIDE	NCI-H226	-34.2564395999193
NSC 85998	ADM HYDROCHLORIDE	NCI-H322M	-11.2782636597185
NSC 85998	ADM HYDROCHLORIDE	NCI-H522	2.1374070968555503
NSC 85998	ADM HYDROCHLORIDE	NCIH23	-1.03538487763519
NSC 85998	ADM HYDROCHLORIDE	OVCAR-4	-19.4124353017212
NSC 85998	ADM HYDROCHLORIDE	OVCAR-5	-40.3507506028981
NSC 85998	ADM HYDROCHLORIDE	OVCAR-8	-2.8136719641874395
NSC 85998	ADM HYDROCHLORIDE	OVCAR3	-49.493801252065104
NSC 85998	ADM HYDROCHLORIDE	PC-3	-1.80606383624632
NSC 85998	ADM HYDROCHLORIDE	RPMI-8226	-1.12797016479914
NSC 85998	ADM HYDROCHLORIDE	RXF 393	-32.522558145711606
NSC 85998	ADM HYDROCHLORIDE	SF-268	-18.8619708492499
NSC 85998	ADM HYDROCHLORIDE	SF-295	-6.99724349780841
NSC 85998	ADM HYDROCHLORIDE	SF-539	-1.05349156008839
NSC 85998	ADM HYDROCHLORIDE	SK-MEL-28	-0.31034167553498804
NSC 85998	ADM HYDROCHLORIDE	SK-MEL-5	-1.529090834979
NSC 85998	ADM HYDROCHLORIDE	SK-OV-3	-7.12279959105306
NSC 85998	ADM HYDROCHLORIDE	SN12C	-7.92340265911029
NSC 85998	ADM HYDROCHLORIDE	SNB-75	-23.260378314535494
NSC 85998	ADM HYDROCHLORIDE	SR	-23.1485619069943
NSC 85998	ADM HYDROCHLORIDE	SW-620	-12.6067482533494
NSC 85998	ADM HYDROCHLORIDE	T-47D	-12.312134615845402
NSC 85998	ADM HYDROCHLORIDE	TK-10	-9.400960575815187
NSC 85998	ADM HYDROCHLORIDE	U251	-10.7019858942567
NSC 85998	ADM HYDROCHLORIDE	UACC62	-15.855155918926
NSC 85998	ADM HYDROCHLORIDE	UO-31	-15.774968177644999
NSC-127716	ADM HYDROCHLORIDE	786-0	-16.4142823611434
NSC-127716	ADM HYDROCHLORIDE	A498	-25.9241808681914
NSC-127716	ADM HYDROCHLORIDE	A549	-1.17865106141401
NSC-127716	ADM HYDROCHLORIDE	ACHN	-1.66484190344416
NSC-127716	ADM HYDROCHLORIDE	BT-549	-26.2282290456142
